日付,終値,始値,高値,安値,出来高,変化率 %
2024/9/10,650.82,648.54,654.03,643.69,,0.87%
2024/9/9,645.21,631.06,648.11,625.26,,0.21%
2024/9/6,643.88,658.26,659.33,640.08,,-1.93%
2024/9/5,656.58,646.18,665.88,646.18,,0.74%
2024/9/4,651.78,667.74,668.82,650.69,,-4.23%
2024/9/3,680.57,667.62,681.13,667.09,,1.94%
2024/9/2,667.65,672.35,672.35,662.89,,-0.20%
2024/8/30,669.01,663.14,669.01,662.81,,1.14%
2024/8/29,661.49,658.53,667.53,657.14,,-0.47%
2024/8/28,664.64,677.26,677.51,661.8,,-2.30%
2024/8/27,680.3,669.43,680.91,666.05,,1.27%
2024/8/26,671.79,645.59,671.79,645.59,,4.88%
2024/8/23,640.52,638.99,640.52,634.41,,0.21%
2024/8/22,639.19,632.13,642.39,631.91,,1.34%
2024/8/21,630.74,629.07,636.78,629.07,,-0.64%
2024/8/20,634.78,621.12,634.84,620.81,,3.72%
2024/8/19,612.03,611.18,624.35,609.18,,0.48%
2024/8/16,609.11,602.15,609.65,601.24,,2.76%
2024/8/15,592.74,591.98,596.33,588.81,,-0.03%
2024/8/14,592.9,583.89,594.06,579.35,,1.89%
2024/8/13,581.92,565.44,582.23,565.34,,3.59%
2024/8/9,561.78,563.14,568.47,550.44,,0.73%
2024/8/8,557.73,546.6,566.66,546.6,,1.15%
2024/8/7,551.37,526.55,561.99,526.55,,3.29%
2024/8/6,533.79,495.88,540.29,495.88,,10.06%
2024/8/5,485.02,563.75,563.75,482.29,,-15.84%
2024/8/2,576.29,609.68,609.71,576.27,,-7.53%
2024/8/1,623.25,641.96,642.78,620.68,,-3.85%
2024/7/31,648.2,642.17,648.2,635.14,,0.28%
2024/7/30,646.37,653.57,653.84,641.1,,-1.32%
2024/7/29,655.02,648.45,655.3,646.87,,1.88%
2024/7/26,642.91,642.27,650.32,642.27,,0.37%
2024/7/25,640.56,639,645.61,638.27,,-1.18%
2024/7/24,648.21,659.59,663.73,648.21,,-1.92%
2024/7/23,660.9,662.01,668.74,658.52,,0.56%
2024/7/22,657.25,675.11,675.11,656.2,,-2.73%
2024/7/19,675.73,687.4,688.19,674.91,,-2.09%
2024/7/18,690.17,690.01,697.56,690.01,,-0.71%
2024/7/17,695.11,687.05,697.23,687.05,,2.02%
2024/7/16,681.33,680.51,684.4,678.71,,0.62%
2024/7/12,677.13,655.19,678.82,655.19,,3.24%
2024/7/11,655.86,655.89,657.09,648.93,,0.21%
2024/7/10,654.51,658.09,658.95,650.15,,-0.52%
2024/7/9,657.93,659.88,663.27,655.99,,-0.15%
2024/7/8,658.93,658.73,660.14,655.83,,0.23%
2024/7/5,657.45,653.86,658.17,652.83,,0.54%
2024/7/4,653.92,655.76,659.7,653.14,,0.14%
2024/7/3,653.03,648.35,653.62,648.35,,1.08%
2024/7/2,646.04,650.54,651.82,644.5,,-0.49%
2024/7/1,649.2,663.72,663.93,649.2,,-1.82%
2024/6/28,661.24,670.17,671.45,660.27,,-1.06%
2024/6/27,668.3,655.04,671.03,655.04,,2.02%
2024/6/26,655.08,651.18,657.86,650.3,,1.20%
2024/6/25,647.3,639.85,648.43,639.77,,1.34%
2024/6/24,638.77,638.7,642.02,637.02,,0.12%
2024/6/21,637.98,638.69,644.43,637.98,,-0.03%
2024/6/20,638.15,631.8,638.15,631.8,,1.51%
2024/6/19,628.68,634.7,636.72,627.54,,-0.67%
2024/6/18,632.9,639.93,642.5,632.9,,-0.84%
2024/6/17,638.23,637.87,638.72,632.3,,-0.08%
2024/6/14,638.73,627.61,639.76,627.61,,0.63%
2024/6/13,634.71,638.04,642.94,634.71,,0.01%
2024/6/12,634.66,631.68,636.52,631.68,,0.50%
2024/6/11,631.49,628.28,633.99,626.87,,0.91%
2024/6/10,625.78,618.65,625.84,618.39,,0.67%
2024/6/7,621.64,612.2,622.18,612.2,,1.49%
2024/6/6,612.53,626.22,626.59,612.53,,-1.71%
2024/6/5,623.17,629.76,632.41,622.59,,-1.29%
2024/6/4,631.29,616.65,633.52,616.65,,2.37%
2024/6/3,616.66,620.33,620.55,615.44,,-0.30%
2024/5/31,618.49,601.24,618.54,601.02,,2.69%
2024/5/30,602.27,595.96,604.57,594.16,,-0.18%
2024/5/29,603.35,616.99,616.99,603.35,,-2.54%
2024/5/28,619.06,616.03,625.07,616.03,,0.90%
2024/5/27,613.54,609.06,614.13,604.94,,0.89%
2024/5/24,608.14,607.36,613.5,605.81,,-1.19%
2024/5/23,615.48,627.58,627.63,614.84,,-1.47%
2024/5/22,624.66,631.8,632.75,624.66,,-1.38%
2024/5/21,633.41,644.41,646.87,633.41,,-1.41%
2024/5/20,642.45,632.42,648.52,632.42,,1.50%
2024/5/17,632.98,631.42,634.63,628.35,,-0.33%
2024/5/16,635.09,644.88,645.23,628.7,,-1.31%
2024/5/15,643.52,659.09,659.09,643.51,,-2.39%
2024/5/14,659.26,651.43,659.87,651.43,,1.33%
2024/5/13,650.6,649.49,651.79,644.7,,0.06%
2024/5/10,650.23,655.63,655.72,647.51,,-0.42%
2024/5/9,652.97,654.97,657.16,647.02,,-0.29%
2024/5/8,654.89,654.03,665.01,652.92,,-0.22%
2024/5/7,656.31,650.41,657.21,650.02,,2.08%
2024/5/2,642.96,644.44,648.67,642.18,,-0.51%
2024/5/1,646.25,641.72,649.42,640.58,,-0.18%
2024/4/30,647.4,649.28,650.26,645.3,,0.43%
2024/4/26,644.61,641.52,647.61,636.91,,0.70%
2024/4/25,640.12,650.9,651.11,640.12,,-2.36%
2024/4/24,655.6,655.45,660.26,655.11,,0.76%
2024/4/23,650.64,655.75,659.26,646.63,,-0.09%
2024/4/22,651.25,642.41,651.25,640.68,,1.96%
2024/4/19,638.74,656.63,656.96,629.46,,-3.20%
2024/4/18,659.87,646.02,664.44,646.02,,1.50%
2024/4/17,650.12,662.5,663.62,648.72,,-1.74%
2024/4/16,661.6,671.87,672.8,660.83,,-2.81%
2024/4/15,680.75,681.22,684.56,679.68,,-0.96%
2024/4/12,687.37,694.3,696.9,687.37,,-0.68%
2024/4/11,692.1,694.71,695.75,690.12,,-1.46%
2024/4/10,702.37,703.98,709.26,701.6,,0.12%
2024/4/9,701.55,696.58,702.92,696.22,,0.62%
2024/4/8,697.26,694.97,698.37,692.93,,0.90%
2024/4/5,691.04,687.23,692.63,681.52,,-0.74%
2024/4/4,696.22,704.79,704.79,694.6,,-0.58%
2024/4/3,700.25,706.85,711.33,699.36,,-1.90%
2024/4/2,713.83,732.42,732.42,713.83,,-2.83%
2024/4/1,734.62,747.58,747.58,732.28,,-1.58%
2024/3/29,746.45,736.9,747.8,736.48,,1.59%
2024/3/28,734.79,739.05,744.09,734.65,,-0.60%
2024/3/27,739.23,744.11,747.3,739.23,,-0.65%
2024/3/26,744.03,748.25,749.68,741.22,,-0.83%
2024/3/25,750.24,754.28,762.63,750.24,,-0.66%
2024/3/22,755.22,756.48,756.49,748.3,,-0.08%
2024/3/21,755.8,754.62,760.53,752.43,,1.30%
2024/3/19,746.07,739.09,747.27,737.72,,0.76%
2024/3/18,740.45,726.73,740.57,726.73,,2.63%
2024/3/15,721.48,730.64,731.57,718.72,,-2.26%
2024/3/14,738.2,738.87,741.7,729.31,,-0.12%
2024/3/13,739.11,754.54,756.56,736.57,,-1.66%
2024/3/12,751.57,733.16,751.57,727.32,,1.94%
2024/3/11,737.29,745.2,747.48,732.27,,-2.34%
2024/3/8,754.96,759.31,766.94,752.17,,-1.41%
2024/3/7,765.78,778.37,787.23,762.64,,-1.29%
2024/3/6,775.76,760.41,778.31,758.33,,1.08%
2024/3/5,767.44,761.25,767.83,751.8,,0.10%
2024/3/4,766.69,768.11,782.76,766.69,,0.40%
2024/3/1,763.6,772.38,773.71,761.46,,-1.14%
2024/2/29,772.39,775.48,775.48,762.72,,-0.94%
2024/2/28,779.71,774.67,784.78,774.67,,0.55%
2024/2/27,775.46,766.51,775.78,761.81,,1.53%
2024/2/26,763.8,746.75,767.35,742.95,,2.92%
2024/2/22,742.11,753.1,753.76,736.28,,-0.43%
2024/2/21,745.35,761.32,761.32,744.54,,-2.60%
2024/2/20,765.22,767.63,770.48,762.69,,-0.04%
2024/2/19,765.49,755.7,765.92,755.05,,1.62%
2024/2/16,753.25,728.26,754.44,727.43,,3.80%
2024/2/15,725.7,726.9,729.55,719.12,,0.37%
2024/2/14,723.05,715.58,725.64,713.49,,0.36%
2024/2/13,720.48,714.13,722.52,712.19,,1.54%
2024/2/9,709.52,710.5,716.79,708.99,,0.08%
2024/2/8,708.96,711.83,715.66,705.04,,-0.11%
2024/2/7,709.74,714.38,716.52,704.78,,-0.93%
2024/2/6,716.41,712.65,719.67,706.84,,0.16%
2024/2/5,715.27,707.67,717.07,703.46,,1.19%
2024/2/2,706.87,705.58,714.24,705.52,,0.64%
2024/2/1,702.4,706.3,710.68,700.97,,-1.35%
2024/1/31,712.04,711.1,712.04,703.03,,-0.37%
2024/1/30,714.72,714.78,717.94,707.26,,0.58%
2024/1/29,710.57,715.38,716.4,709.57,,-0.50%
2024/1/26,714.12,713.39,724.71,711.45,,-0.66%
2024/1/25,718.85,709.06,718.94,702.38,,1.27%
2024/1/24,709.87,706.2,713.26,706.07,,0.37%
2024/1/23,707.28,712.89,716.86,702.7,,-0.28%
2024/1/22,709.25,697.21,710.58,693.68,,2.46%
2024/1/19,692.2,690.82,696.4,688.57,,0.92%
2024/1/18,685.9,686.99,692.68,683.34,,-0.46%
2024/1/17,689.08,707.37,707.62,689.08,,-2.53%
2024/1/16,706.96,713.68,720.69,706.75,,-0.45%
2024/1/15,710.13,709.36,710.93,703.56,,0.19%
2024/1/12,708.76,707.4,710.45,697.72,,0.36%
2024/1/11,706.19,711.75,712.31,703.72,,-0.21%
2024/1/10,707.69,704.78,710.66,701.46,,0.29%
2024/1/9,705.64,701.5,709.05,697.34,,1.64%
2024/1/5,694.28,712.03,712.03,694.28,,-2.59%
2024/1/4,712.73,697.43,713.12,689.79,,0.89%
2023/12/29,706.41,705.18,710.22,701.77,,-0.15%
2023/12/28,707.5,690.61,707.5,685.78,,2.30%
2023/12/27,691.58,677.09,691.91,675.15,,2.51%
2023/12/26,674.65,677.04,681.86,673.93,,0.11%
2023/12/25,673.93,681.13,681.55,673.23,,-0.56%
2023/12/22,677.74,683.67,687.16,676.95,,-0.35%
2023/12/21,680.12,681.73,685.01,679.45,,-1.17%
2023/12/20,688.17,690.84,697.85,688.17,,0.23%
2023/12/19,686.6,673.2,686.6,670.03,,2.04%
2023/12/18,672.88,677.64,678.86,666.63,,-0.69%
2023/12/15,677.57,665.83,680.34,664.78,,2.35%
2023/12/14,662.01,674.38,679.15,659.8,,-0.45%
2023/12/13,664.97,665.62,668.75,661.18,,0.23%
2023/12/12,663.43,680.7,680.99,662.44,,-2.04%
2023/12/11,677.24,680.7,684.15,675.95,,0.35%
2023/12/8,674.87,676.12,682.23,673.37,,-1.09%
2023/12/7,682.28,693.98,694.23,682.28,,-2.32%
2023/12/6,698.49,699.36,702.77,691.57,,0.68%
2023/12/5,693.79,706.75,706.75,693.79,,-2.75%
2023/12/4,713.4,703.5,715.45,699.62,,1.81%
2023/12/1,700.75,714.72,714.72,700.75,,-2.22%
2023/11/30,716.65,722.47,725.11,711.07,,-0.60%
2023/11/29,720.97,710.39,724.3,710.39,,1.39%
2023/11/28,711.12,713.81,714.51,707.34,,-0.24%
2023/11/27,712.83,719.95,725.27,710.73,,-0.58%
2023/11/24,716.99,716.16,723.89,715.9,,0.55%
2023/11/22,713.1,717.54,719.47,710,,-1.40%
2023/11/21,723.26,716.17,723.59,712.42,,1.79%
2023/11/20,710.52,695.15,712.37,695.06,,2.33%
2023/11/17,694.37,688.93,696.93,686.7,,0.47%
2023/11/16,691.14,689.73,694.33,683.02,,-0.09%
2023/11/15,691.74,681.07,694.19,681.07,,2.88%
2023/11/14,672.37,680.07,680.07,667.54,,-0.84%
2023/11/13,678.06,682.26,686.13,675.74,,-0.16%
2023/11/10,679.16,682.65,682.65,673.4,,-1.86%
2023/11/9,692,689.38,693.36,683.05,,0.37%
2023/11/8,689.45,699.11,703.74,685.64,,-0.51%
2023/11/7,693,688.85,696.82,686.09,,0.01%
2023/11/6,692.94,674.49,694.46,674.37,,4.38%
2023/11/2,663.86,647.65,663.86,647.39,,3.40%
2023/11/1,642.06,653.61,653.61,637.17,,-0.97%
2023/10/31,648.36,638.69,648.66,631.68,,1.16%
2023/10/30,640.94,636.75,645.33,636.75,,-0.17%
2023/10/27,642,635.15,642,627.99,,1.54%
2023/10/26,632.29,638.46,642.09,631.53,,-2.33%
2023/10/25,647.37,655.36,659.18,647.37,,-0.57%
2023/10/24,651.09,638.89,652.58,618.7,,2.47%
2023/10/23,635.4,653.54,656.95,633.8,,-3.33%
2023/10/20,657.3,653.92,662.04,643.92,,-0.34%
2023/10/19,659.51,664.39,666.9,656.98,,-2.01%
2023/10/18,673.03,667.93,673.86,662.06,,0.96%
2023/10/17,666.61,669.5,677.61,664.89,,0.96%
2023/10/16,660.27,675.92,675.92,658.94,,-3.36%
2023/10/13,683.24,702.98,702.98,683.1,,-3.58%
2023/10/12,708.63,699.21,709.14,697.83,,1.31%
2023/10/11,699.48,709.63,712.36,699.44,,-1.22%
2023/10/10,708.09,706.84,711.99,705.06,,0.97%
2023/10/6,701.27,700.06,702.88,691.84,,0.12%
2023/10/5,700.42,685.7,701.61,685.7,,3.34%
2023/10/4,677.8,686.51,691.03,677.8,,-2.89%
2023/10/3,697.97,713.75,715.63,697.95,,-2.66%
2023/10/2,717.03,732.19,735.95,717.03,,-1.73%
2023/9/29,729.64,729.33,735.24,726.57,,0.60%
2023/9/28,725.29,731.31,733.91,722.07,,-0.75%
2023/9/27,730.77,719.11,730.77,719.11,,1.20%
2023/9/26,722.12,731.69,731.69,722.12,,-1.33%
2023/9/25,731.82,727.38,733.04,726.88,,0.72%
2023/9/22,726.61,706.4,729.11,706.4,,1.98%
2023/9/21,712.52,727.57,727.82,710.94,,-2.67%
2023/9/20,732.04,735.65,740.82,732.04,,-0.69%
2023/9/19,737.13,738.41,740.33,731.86,,-0.37%
2023/9/15,739.9,743.1,744.72,737.61,,-0.15%
2023/9/14,741.04,737.81,741.79,735.38,,0.47%
2023/9/13,737.54,737.42,741.54,736.19,,-0.14%
2023/9/12,738.56,739.56,746.93,736.61,,0.34%
2023/9/11,736.05,748.65,752.47,736.05,,-1.89%
2023/9/8,750.25,749.46,753.59,747.14,,-0.64%
2023/9/7,755.08,761.66,762.57,751.49,,-1.55%
2023/9/6,766.95,767.16,770,764.66,,-0.24%
2023/9/5,768.79,758.32,771.09,758.32,,1.41%
2023/9/4,758.09,760.11,764.27,756.09,,-0.07%
2023/9/1,758.61,758.54,759.39,751.6,,-0.21%
2023/8/31,760.17,763.57,766.73,759.81,,-0.18%
2023/8/30,761.52,768.29,768.49,760.06,,-0.43%
2023/8/29,764.79,750.78,765.41,750.78,,2.24%
2023/8/28,748.05,749.12,752.36,747.01,,0.40%
2023/8/25,745.04,734.33,748.09,732.53,,0.27%
2023/8/24,743,750.36,751.88,741.04,,-0.38%
2023/8/23,745.83,735.77,746.01,735.77,,1.45%
2023/8/22,735.15,739.26,743.2,732.68,,0.08%
2023/8/21,734.57,715.76,737.21,715.61,,2.82%
2023/8/18,714.39,712.19,721.95,708.22,,-0.93%
2023/8/17,721.12,721.01,723.08,708.75,,-0.74%
2023/8/16,726.5,736.64,736.75,726.5,,-2.02%
2023/8/15,741.49,751.55,751.55,737.34,,-0.95%
2023/8/14,748.61,760.94,763.27,748.03,,-1.44%
2023/8/10,759.51,756.61,759.75,752.39,,-0.40%
2023/8/9,762.56,757.2,763.99,757.17,,0.59%
2023/8/8,758.08,770.09,770.53,758.08,,-1.65%
2023/8/7,770.77,758.31,770.98,753.78,,0.85%
2023/8/4,764.29,758.87,766.84,758.87,,0.38%
2023/8/3,761.4,763.04,767.85,761.4,,-1.36%
2023/8/2,771.93,775.95,778.67,770.8,,-1.11%
2023/8/1,780.62,779.79,786.05,776.25,,0.42%
2023/7/31,777.32,770.85,778.01,770.5,,1.74%
2023/7/28,764.04,762.51,768.87,753.17,,-1.03%
2023/7/27,771.96,767.61,774.81,767.61,,0.25%
2023/7/26,770.03,767.26,771.94,763.75,,0.26%
2023/7/25,768.05,769.58,769.67,764.1,,-0.28%
2023/7/24,770.21,768.98,773.52,767.35,,0.61%
2023/7/21,765.53,770.43,770.47,762.7,,-1.47%
2023/7/20,776.98,785.09,785.09,776.98,,-1.58%
2023/7/19,789.47,788.21,789.69,785.3,,0.60%
2023/7/18,784.77,787.37,791.18,782.55,,0.01%
2023/7/14,784.72,796,798.3,781.83,,-0.65%
2023/7/13,789.84,778.25,790,773.51,,2.11%
2023/7/12,773.54,789.27,789.9,773.26,,-1.84%
2023/7/11,788.03,788.04,794.68,786.61,,0.75%
2023/7/10,782.2,784.05,790.21,780.59,,-0.64%
2023/7/7,787.27,775.55,791.08,775.55,,0.18%
2023/7/6,785.87,800.99,802.67,784.34,,-3.07%
2023/7/5,810.74,812.93,814.27,805.72,,-0.84%
2023/7/4,817.64,814.8,818.44,810.27,,-0.13%
2023/7/3,818.68,821.12,823.5,817.02,,0.33%
2023/6/30,815.97,806.42,816.28,801.15,,0.66%
2023/6/29,810.65,812.31,820.44,807.11,,0.54%
2023/6/28,806.27,808.42,810.38,799.65,,0.95%
2023/6/27,798.66,801.91,806.7,789.01,,-1.56%
2023/6/26,811.3,821.13,827.89,808.85,,-2.29%
2023/6/23,830.29,854.51,854.93,820.69,,-1.77%
2023/6/22,845.27,858.07,863.8,843.67,,-2.25%
2023/6/21,864.77,854.12,871.35,853.36,,0.75%
2023/6/20,858.34,852.36,858.34,842.26,,0.70%
2023/6/19,852.37,836.05,858.56,833.95,,2.65%
2023/6/16,830.37,801.01,830.62,801.01,,4.46%
2023/6/15,794.93,797.52,800.87,793.71,,-0.35%
2023/6/14,797.75,808.79,810.97,795.72,,-1.05%
2023/6/13,806.22,806.28,813.97,804.26,,1.07%
2023/6/12,797.67,776.39,798.07,775.55,,3.22%
2023/6/9,772.79,774.66,777.81,770.98,,0.47%
2023/6/8,769.17,782.42,782.95,763.9,,-2.18%
2023/6/7,786.29,787.85,795.39,773.04,,0.29%
2023/6/6,784.05,774.28,786.95,772.85,,0.85%
2023/6/5,777.48,766.81,777.53,763.18,,2.59%
2023/6/2,757.85,747.17,757.85,745.45,,1.39%
2023/6/1,747.48,746.76,750.68,745.12,,-0.08%
2023/5/31,748.06,745.66,753.01,739.99,,0.06%
2023/5/30,747.61,734.47,748.24,730.95,,1.93%
2023/5/29,733.46,733.88,739.19,729.75,,1.07%
2023/5/26,725.69,735.47,736.41,725.69,,-1.53%
2023/5/25,736.97,747.3,747.3,734.03,,-1.22%
2023/5/24,746.04,743.7,754.57,743.15,,-0.34%
2023/5/23,748.6,758.5,764.56,744.8,,-0.57%
2023/5/22,752.9,748.03,753.01,743.82,,0.72%
2023/5/19,747.55,741.69,749.07,738.15,,1.16%
2023/5/18,739,749.79,752.65,738.21,,-1.11%
2023/5/17,747.28,745.57,750.53,744.86,,0.11%
2023/5/16,746.46,751.8,755.09,742.81,,-0.41%
2023/5/15,749.5,747.67,749.99,741.46,,0.24%
2023/5/12,747.7,753.05,753.05,746.18,,-1.16%
2023/5/11,756.49,756.94,760.57,755.48,,0.54%
2023/5/10,752.42,760.55,760.55,751.75,,-1.08%
2023/5/9,760.64,756.15,764.56,755.83,,0.73%
2023/5/8,755.11,748.21,756.18,747.9,,1.47%
2023/5/2,744.15,738.89,745,735.41,,0.33%
2023/5/1,741.72,750.03,751.47,740.92,,-0.47%
2023/4/28,745.24,743.7,746.13,738.07,,1.01%
2023/4/27,737.81,736.54,741.21,735.87,,-0.10%
2023/4/26,738.57,744.22,745.64,736.47,,-1.63%
2023/4/25,750.83,754.85,756.58,749.58,,-0.40%
2023/4/24,753.82,754.16,760.03,753.82,,0.12%
2023/4/21,752.88,764.31,764.31,750.49,,-1.74%
2023/4/20,766.2,760.67,772.55,760.67,,0.35%
2023/4/19,763.49,763.94,766.73,759.82,,-0.28%
2023/4/18,765.62,756.2,767.94,756.2,,1.32%
2023/4/17,755.61,755.05,759.49,753.01,,-0.13%
2023/4/14,756.57,756.65,758.51,754.94,,0.77%
2023/4/13,750.77,741.52,751.73,740.98,,0.73%
2023/4/12,745.36,741.47,745.86,740.75,,0.13%
2023/4/11,744.42,744.04,750.52,743.74,,0.70%
2023/4/10,739.22,733.52,743.33,732.88,,1.20%
2023/4/7,730.43,737.95,739.41,727.1,,-0.46%
2023/4/6,733.83,732.35,736.05,730.72,,-0.65%
2023/4/5,738.65,747.15,750.75,738.47,,-2.02%
2023/4/4,753.91,760.37,761.74,753,,-1.16%
2023/4/3,762.78,755.71,766.28,755.71,,1.78%
2023/3/31,749.45,751.85,754.02,745.96,,0.27%
2023/3/30,747.46,749.28,752.17,745,,0.13%
2023/3/29,746.47,737.77,746.98,737.51,,0.79%
2023/3/28,740.62,749.82,751.62,739.7,,-1.42%
2023/3/27,751.3,753.82,755.29,749.53,,-0.46%
2023/3/24,754.75,754.59,755.53,744.98,,0.03%
2023/3/23,754.49,738.64,754.61,735.42,,1.19%
2023/3/22,745.61,742.61,752.26,742.61,,1.86%
2023/3/20,731.98,762.52,763.42,731.98,,-4.01%
2023/3/17,762.59,743.45,764.42,743.45,,3.52%
2023/3/16,736.65,730.95,737.43,725.6,,-0.77%
2023/3/15,742.4,748.28,750.81,740.56,,0.55%
2023/3/14,738.35,749.19,750.73,736.92,,-2.31%
2023/3/13,755.84,749.72,756.7,745.2,,-0.83%
2023/3/10,762.19,771.79,774.4,761.58,,-1.82%
2023/3/9,776.34,775.31,778.5,769.36,,0.33%
2023/3/8,773.82,766.92,774.99,766.06,,0.08%
2023/3/7,773.24,763.9,774.35,763.65,,0.95%
2023/3/6,765.94,764.18,768.48,763.57,,0.96%
2023/3/3,758.64,752.1,759.11,751.93,,1.29%
2023/3/2,748.96,745.37,749.19,743.07,,0.49%
2023/3/1,745.34,748.36,749.86,740.68,,-0.45%
2023/2/28,748.68,740.31,752.07,739.25,,1.69%
2023/2/27,736.23,741.86,743.7,734.83,,-1.68%
2023/2/24,748.84,753.37,754.28,746.49,,-0.52%
2023/2/22,752.75,755.08,757.08,749.92,,-1.52%
2023/2/21,764.34,769.04,771.55,764.19,,-0.34%
2023/2/20,766.97,765.19,768.07,756.81,,0.12%
2023/2/17,766.05,773.78,776.49,764.48,,-1.79%
2023/2/16,780.04,770.15,782.22,769.11,,1.96%
2023/2/15,765.07,772.94,774.96,762.7,,-0.96%
2023/2/14,772.46,768.4,774.02,766.38,,1.07%
2023/2/13,764.32,774.21,774.61,762.97,,-2.11%
2023/2/10,780.79,789.34,789.87,779.78,,-1.71%
2023/2/9,794.36,787.42,794.65,785.63,,0.21%
2023/2/8,792.66,783.11,792.66,781.82,,1.36%
2023/2/7,782.01,775.39,782.05,774.93,,0.73%
2023/2/6,776.37,785.07,785.07,776.33,,-0.94%
2023/2/3,783.75,786.45,787.69,783.26,,-0.19%
2023/2/2,785.27,788.18,792.47,783.56,,0.27%
2023/2/1,783.18,779.81,789.08,779.81,,0.93%
2023/1/31,775.93,771.88,776.69,768.97,,0.28%
2023/1/30,773.76,773.11,780.34,772.41,,0.36%
2023/1/27,770.96,777.15,782.39,770.61,,-0.81%
2023/1/26,777.28,779.33,782.87,774.77,,-0.12%
2023/1/25,778.23,769.76,780.8,768.81,,0.74%
2023/1/24,772.55,775.61,776.67,770.71,,0.13%
2023/1/23,771.58,761.78,771.63,761.21,,2.39%
2023/1/20,753.59,743.54,753.69,743.48,,1.20%
2023/1/19,744.65,733.49,746.02,732.98,,0.68%
2023/1/18,739.63,725.08,739.95,721.3,,2.49%
2023/1/17,721.65,725.45,728.34,721.65,,-0.58%
2023/1/16,725.83,731.15,734.92,725.83,,-1.49%
2023/1/13,736.78,739.89,744.92,734.98,,-0.96%
2023/1/12,743.89,752.06,752.43,741.58,,-0.53%
2023/1/11,747.83,737.45,749.12,737.4,,2.24%
2023/1/10,731.41,727.02,735.33,727.02,,1.52%
2023/1/6,720.48,708.07,720.86,706.45,,0.93%
2023/1/5,713.83,715.94,720.42,711.92,,0.20%
2023/1/4,712.42,726.52,727.04,712.25,,-2.46%
2022/12/30,730.41,727.79,734.85,727.79,,1.32%
2022/12/29,720.88,706.29,721.54,706.29,,1.37%
2022/12/28,711.17,715.32,716.26,706.98,,-1.23%
2022/12/27,720.03,709.64,724.17,709.64,,2.16%
2022/12/26,704.79,704.22,708.8,701.14,,-0.35%
2022/12/23,707.23,714.73,714.76,707.23,,-2.00%
2022/12/22,721.69,725.3,727.59,719.3,,-0.02%
2022/12/21,721.85,723.44,735.1,716.13,,-0.69%
2022/12/20,726.83,757.93,758.94,721.09,,-4.71%
2022/12/19,762.77,767.22,769.8,762.15,,-1.56%
2022/12/16,774.83,776.47,780.9,774.35,,-1.48%
2022/12/15,786.44,789.88,789.88,783.58,,-0.64%
2022/12/14,791.51,789.11,792.72,788.73,,0.77%
2022/12/13,785.47,789.39,792.97,783.82,,0.27%
2022/12/12,783.33,780.13,787.36,779.47,,-0.47%
2022/12/9,787.03,780.09,788.72,778.97,,1.59%
2022/12/8,774.71,777.28,778,766.54,,-0.56%
2022/12/7,779.07,766.75,779.82,766.5,,0.64%
2022/12/6,774.15,779.61,779.81,773,,-1.63%
2022/12/5,786.98,796.63,796.63,785.43,,-1.50%
2022/12/2,798.98,806.65,806.65,798.71,,-0.93%
2022/12/1,806.44,804.98,813.79,804.98,,1.63%
2022/11/30,793.51,797.58,799.25,791.15,,-1.22%
2022/11/29,803.32,796.41,805.58,794.76,,0.26%
2022/11/28,801.23,798.16,805.64,797.22,,0.20%
2022/11/25,799.62,799.06,801.66,796.02,,0.38%
2022/11/24,796.58,785.46,796.9,785.46,,2.13%
2022/11/22,779.95,779.05,786.58,778.01,,-0.42%
2022/11/21,783.24,782.19,783.67,778.85,,0.09%
2022/11/18,782.56,786.59,788.32,780.56,,-0.99%
2022/11/17,790.39,784.37,790.8,784.37,,-0.13%
2022/11/16,791.44,783.66,792.96,779.88,,1.41%
2022/11/15,780.41,769.96,781.57,769.59,,0.87%
2022/11/14,773.66,762.94,776.89,762.58,,1.73%
2022/11/11,760.52,746.84,760.77,746.8,,3.41%
2022/11/10,735.47,734.53,739.39,732.92,,-0.39%
2022/11/9,738.35,741.22,747.3,738.07,,-0.36%
2022/11/8,741.02,735.68,741.62,735.68,,1.09%
2022/11/7,733.06,730.91,733.9,726.67,,0.21%
2022/11/4,731.56,728.49,733.86,725.38,,-0.85%
2022/11/2,737.85,740.27,741.18,736.33,,-1.02%
2022/11/1,745.46,744.31,746.53,741.3,,-0.01%
2022/10/31,745.54,751.99,751.99,742.86,,-0.03%
2022/10/28,745.73,742.31,747.88,742.19,,-0.28%
2022/10/27,747.82,746.04,752.1,745,,-0.07%
2022/10/26,748.32,742.46,752.6,742.46,,1.45%
2022/10/25,737.64,729.37,740.39,727.53,,1.53%
2022/10/24,726.49,730.06,731.97,725.68,,0.33%
2022/10/21,724.08,726.54,728.77,722.47,,-0.50%
2022/10/20,727.75,726.33,729.93,725.01,,-0.68%
2022/10/19,732.71,733.16,735.42,729.06,,-0.09%
2022/10/18,733.4,722.64,733.57,722.64,,2.57%
2022/10/17,715,710.16,715.82,707.78,,-0.08%
2022/10/14,715.58,708.83,718.08,708.83,,2.35%
2022/10/13,699.13,714.47,714.89,698.98,,-2.03%
2022/10/12,713.58,715.4,717.73,708.5,,-0.46%
2022/10/11,716.87,718.55,722.62,715.58,,-1.15%
2022/10/7,725.23,726.58,732.86,724.87,,-1.36%
