日付,終値,始値,高値,安値,出来高,変化率 %
2021/12/10,"1,030.54","1,048.83","1,049.92","1,027.78",,-2.27%
2021/12/9,"1,054.52","1,061.40","1,069.62","1,052.76",,-0.76%
2021/12/8,"1,062.58","1,055.55","1,066.25","1,053.48",,2.18%
2021/12/7,"1,039.90","1,021.12","1,039.90","1,021.12",,3.07%
2021/12/6,"1,008.97","1,035.11","1,035.11","1,003.97",,-3.80%
2021/12/3,"1,048.78","1,035.43","1,048.78","1,024.11",,1.95%
2021/12/2,"1,028.74","1,050.09","1,057.96","1,022.03",,-3.04%
2021/12/1,"1,060.96","1,075.76","1,075.78","1,031.88",,-0.94%
2021/11/30,"1,070.99","1,108.61","1,115.93","1,070.99",,-2.26%
2021/11/29,"1,095.78","1,114.34","1,131.12","1,093.44",,-2.91%
2021/11/26,"1,128.66","1,137.43","1,142.47","1,115.40",,-0.85%
2021/11/25,"1,138.28","1,150.86","1,163.57","1,137.49",,-0.42%
2021/11/24,"1,143.04","1,157.04","1,157.04","1,134.82",,-2.02%
2021/11/22,"1,166.63","1,152.47","1,168.18","1,149.15",,1.09%
2021/11/19,"1,154.01","1,171.13","1,176.68","1,147.34",,-1.35%
2021/11/18,"1,169.83","1,179.39","1,180.32","1,160.75",,-0.49%
2021/11/17,"1,175.62","1,185.20","1,189.00","1,173.65",,-0.01%
2021/11/16,"1,175.73","1,160.52","1,178.19","1,157.22",,1.32%
2021/11/15,"1,160.44","1,141.41","1,160.98","1,135.75",,2.00%
2021/11/12,"1,137.65","1,117.94","1,137.65","1,115.90",,2.20%
2021/11/11,"1,113.17","1,105.77","1,116.41","1,104.30",,-0.40%
2021/11/10,"1,117.59","1,109.64","1,123.83","1,107.51",,0.50%
2021/11/9,"1,112.01","1,129.28","1,135.44","1,112.01",,-1.13%
2021/11/8,"1,124.77","1,152.13","1,152.13","1,124.50",,-2.39%
2021/11/5,"1,152.32","1,149.01","1,155.32","1,140.67",,0.78%
2021/11/4,"1,143.44","1,149.18","1,153.48","1,142.10",,0.43%
2021/11/2,"1,138.58","1,130.33","1,145.58","1,130.17",,0.66%
2021/11/1,"1,131.09","1,114.34","1,134.97","1,112.92",,2.17%
2021/10/29,"1,107.08","1,117.58","1,118.24","1,104.54",,-1.06%
2021/10/28,"1,118.97","1,108.76","1,119.66","1,103.54",,0.81%
2021/10/27,"1,109.95","1,115.31","1,118.84","1,105.57",,-0.95%
2021/10/26,"1,120.55","1,108.53","1,121.87","1,107.66",,2.05%
2021/10/25,"1,098.02","1,104.44","1,104.62","1,093.69",,-1.28%
2021/10/22,"1,112.26","1,113.08","1,122.22","1,104.07",,-0.17%
2021/10/21,"1,114.10","1,129.99","1,133.09","1,112.64",,-2.28%
2021/10/20,"1,140.11","1,144.42","1,147.90","1,139.94",,-0.11%
2021/10/19,"1,141.40","1,120.02","1,141.48","1,119.78",,2.26%
2021/10/18,"1,116.15","1,129.81","1,131.03","1,113.27",,-0.90%
2021/10/15,"1,126.27","1,109.77","1,126.45","1,104.64",,2.51%
2021/10/14,"1,098.72","1,098.81","1,108.87","1,091.40",,0.79%
2021/10/13,"1,090.13","1,097.05","1,107.55","1,088.92",,-0.90%
2021/10/12,"1,100.00","1,119.19","1,119.19","1,099.34",,-2.08%
2021/10/11,"1,123.34","1,106.58","1,123.34","1,087.27",,1.61%
2021/10/8,"1,105.56","1,097.13","1,112.82","1,095.07",,1.99%
2021/10/7,"1,084.01","1,074.21","1,097.46","1,074.21",,1.87%
2021/10/6,"1,064.11","1,091.22","1,102.63","1,056.99",,-1.30%
2021/10/5,"1,078.13","1,086.28","1,090.32","1,054.34",,-2.34%
2021/10/4,"1,103.93","1,141.37","1,141.37","1,098.23",,-2.40%
2021/10/1,"1,131.06","1,122.03","1,145.59","1,121.53",,0.31%
2021/9/30,"1,127.62","1,126.06","1,130.34","1,111.32",,0.64%
2021/9/29,"1,120.44","1,108.64","1,120.69","1,101.33",,-0.61%
2021/9/28,"1,127.36","1,154.09","1,154.83","1,122.85",,-2.65%
2021/9/27,"1,158.05","1,164.02","1,170.97","1,154.89",,-0.46%
2021/9/24,"1,163.41","1,147.58","1,164.14","1,147.58",,3.16%
2021/9/22,"1,127.81","1,137.88","1,148.01","1,123.20",,-0.96%
2021/9/21,"1,138.69","1,141.83","1,145.80","1,122.66",,-2.27%
2021/9/17,"1,165.12","1,141.03","1,165.73","1,139.53",,2.09%
2021/9/16,"1,141.28","1,181.24","1,181.24","1,130.34",,-3.65%
2021/9/15,"1,184.54","1,184.00","1,190.55","1,173.31",,-0.28%
2021/9/14,"1,187.83","1,183.16","1,194.88","1,178.37",,0.51%
2021/9/13,"1,181.82","1,177.99","1,184.32","1,170.55",,0.34%
2021/9/10,"1,177.80","1,158.07","1,177.85","1,157.00",,2.46%
2021/9/9,"1,149.57","1,149.39","1,162.45","1,146.34",,-0.71%
2021/9/8,"1,157.83","1,144.14","1,157.83","1,143.31",,0.78%
2021/9/7,"1,148.86","1,144.81","1,157.26","1,142.82",,1.14%
2021/9/6,"1,135.86","1,126.14","1,137.61","1,124.51",,1.67%
2021/9/3,"1,117.21","1,119.80","1,127.83","1,111.35",,-0.29%
2021/9/2,"1,120.43","1,135.77","1,138.45","1,119.26",,-1.39%
2021/9/1,"1,136.26","1,132.53","1,137.59","1,117.69",,0.07%
2021/8/31,"1,135.41","1,118.70","1,136.32","1,118.70",,1.86%
2021/8/30,"1,114.63","1,103.02","1,114.63","1,101.84",,2.02%
2021/8/27,"1,092.52","1,090.22","1,093.48","1,080.09",,-0.29%
2021/8/26,"1,095.70","1,084.24","1,096.59","1,083.80",,1.21%
2021/8/25,"1,082.65","1,075.36","1,089.03","1,075.36",,0.94%
2021/8/24,"1,072.60","1,072.91","1,080.71","1,071.63",,0.76%
2021/8/23,"1,064.49","1,043.01","1,065.20","1,042.32",,2.87%
2021/8/20,"1,034.81","1,032.74","1,047.97","1,028.50",,0.09%
2021/8/19,"1,033.86","1,030.66","1,059.41","1,030.31",,-0.44%
2021/8/18,"1,038.41","1,005.92","1,038.71",993.29,,2.88%
2021/8/17,"1,009.39","1,030.95","1,031.52","1,009.39",,-2.06%
2021/8/16,"1,030.62","1,061.71","1,062.01","1,028.91",,-3.59%
2021/8/13,"1,069.00","1,076.85","1,079.65","1,056.36",,-0.68%
2021/8/12,"1,076.32","1,087.61","1,087.61","1,073.96",,-1.14%
2021/8/11,"1,088.72","1,084.19","1,094.09","1,082.70",,0.51%
2021/8/10,"1,083.22","1,059.98","1,083.72","1,055.73",,1.74%
2021/8/6,"1,064.74","1,063.36","1,077.71","1,057.47",,0.17%
2021/8/5,"1,062.91","1,067.57","1,078.34","1,060.24",,-0.78%
2021/8/4,"1,071.22","1,086.00","1,086.20","1,070.92",,-1.32%
2021/8/3,"1,085.53","1,086.51","1,094.08","1,080.63",,-0.26%
2021/8/2,"1,088.34","1,087.91","1,089.47","1,079.05",,0.28%
2021/7/30,"1,085.34","1,108.15","1,108.72","1,081.46",,-2.63%
2021/7/29,"1,114.67","1,105.71","1,115.94","1,099.93",,1.58%
2021/7/28,"1,097.30","1,125.76","1,129.42","1,094.24",,-3.48%
2021/7/27,"1,136.92","1,142.06","1,144.80","1,133.91",,-0.45%
2021/7/26,"1,142.04","1,150.95","1,152.55","1,140.60",,0.36%
2021/7/21,"1,137.99","1,140.17","1,149.42","1,134.83",,0.82%
2021/7/20,"1,128.70","1,129.20","1,143.07","1,127.42",,-0.73%
2021/7/19,"1,136.99","1,151.05","1,151.05","1,131.69",,-1.87%
2021/7/16,"1,158.70","1,151.59","1,163.39","1,147.52",,-0.17%
2021/7/15,"1,160.70","1,181.90","1,181.93","1,158.37",,-1.95%
2021/7/14,"1,183.83","1,173.90","1,186.27","1,173.37",,0.50%
2021/7/13,"1,177.89","1,183.39","1,188.92","1,176.53",,-0.49%
2021/7/12,"1,183.67","1,181.52","1,184.64","1,176.07",,1.32%
2021/7/9,"1,168.30","1,144.05","1,169.34","1,142.04",,0.80%
2021/7/8,"1,159.08","1,177.45","1,178.55","1,155.88",,-1.89%
2021/7/7,"1,181.42","1,183.83","1,192.88","1,178.47",,-0.60%
2021/7/6,"1,188.53","1,191.11","1,192.75","1,183.19",,-0.19%
2021/7/5,"1,190.83","1,203.41","1,208.69","1,190.46",,-0.79%
2021/7/2,"1,200.37","1,198.80","1,204.46","1,196.67",,0.01%
2021/7/1,"1,200.21","1,203.32","1,204.20","1,198.69",,-0.60%
2021/6/30,"1,207.46","1,204.71","1,209.49","1,201.61",,0.16%
2021/6/29,"1,205.54","1,208.46","1,210.92","1,196.82",,-0.12%
2021/6/28,"1,207.04","1,198.84","1,207.17","1,197.66",,0.87%
2021/6/25,"1,196.68","1,186.32","1,196.68","1,182.76",,1.31%
2021/6/24,"1,181.24","1,181.33","1,195.82","1,180.24",,0.06%
2021/6/23,"1,180.49","1,174.58","1,181.84","1,171.83",,0.89%
2021/6/22,"1,170.13","1,169.09","1,177.45","1,164.11",,1.24%
2021/6/21,"1,155.77","1,155.88","1,162.70","1,149.24",,-1.82%
2021/6/18,"1,177.17","1,194.15","1,201.50","1,176.34",,-0.46%
2021/6/17,"1,182.65","1,194.08","1,194.08","1,173.66",,-1.69%
2021/6/16,"1,203.04","1,192.92","1,203.10","1,190.34",,-0.13%
2021/6/15,"1,204.63","1,203.98","1,205.83","1,197.92",,0.49%
2021/6/14,"1,198.72","1,185.62","1,199.25","1,176.39",,1.38%
2021/6/11,"1,182.37","1,192.19","1,198.02","1,181.38",,0.10%
2021/6/10,"1,181.21","1,173.35","1,184.55","1,169.10",,0.60%
2021/6/9,"1,174.18","1,160.68","1,174.64","1,153.19",,1.22%
2021/6/8,"1,160.03","1,144.47","1,167.88","1,144.47",,2.27%
2021/6/7,"1,134.33","1,129.31","1,137.30","1,123.62",,1.30%
2021/6/4,"1,119.73","1,134.95","1,135.11","1,116.93",,-1.90%
2021/6/3,"1,141.45","1,134.48","1,144.16","1,128.40",,0.50%
2021/6/2,"1,135.80","1,142.71","1,149.99","1,134.12",,-0.52%
2021/6/1,"1,141.74","1,152.72","1,154.47","1,137.03",,-0.72%
2021/5/31,"1,150.06","1,148.24","1,156.14","1,145.68",,0.43%
2021/5/28,"1,145.19","1,152.90","1,154.31","1,143.28",,-0.06%
2021/5/27,"1,145.88","1,147.83","1,149.03","1,133.99",,-0.24%
2021/5/26,"1,148.58","1,135.49","1,150.89","1,131.61",,1.33%
2021/5/25,"1,133.48","1,119.48","1,135.72","1,119.48",,2.27%
2021/5/24,"1,108.35","1,122.55","1,124.95","1,105.11",,-1.80%
2021/5/21,"1,128.66","1,118.34","1,131.79","1,117.36",,2.26%
2021/5/20,"1,103.75","1,089.97","1,106.42","1,085.99",,1.07%
2021/5/19,"1,092.07","1,061.59","1,093.12","1,060.42",,2.11%
2021/5/18,"1,069.50","1,044.84","1,070.33","1,043.57",,2.56%
2021/5/17,"1,042.82","1,086.16","1,087.61","1,040.58",,-3.85%
2021/5/14,"1,084.54","1,073.61","1,085.78","1,061.38",,1.80%
2021/5/13,"1,065.38","1,076.91","1,082.22","1,053.89",,-2.78%
2021/5/12,"1,095.85","1,125.18","1,132.16","1,080.38",,-1.92%
2021/5/11,"1,117.35","1,145.17","1,145.82","1,115.30",,-3.46%
2021/5/10,"1,157.42","1,164.23","1,166.61","1,155.72",,-0.41%
2021/5/7,"1,162.16","1,177.11","1,177.29","1,162.13",,-1.83%
2021/5/6,"1,183.84","1,201.72","1,201.72","1,181.14",,-1.49%
2021/4/30,"1,201.77","1,209.74","1,210.73","1,198.37",,-0.79%
2021/4/28,"1,211.31","1,218.03","1,219.47","1,205.85",,-0.85%
2021/4/27,"1,221.65","1,224.99","1,239.65","1,221.08",,0.09%
2021/4/26,"1,220.52","1,215.63","1,221.92","1,207.05",,0.68%
2021/4/23,"1,212.23","1,218.21","1,234.41","1,211.61",,-1.18%
2021/4/22,"1,226.76","1,220.50","1,228.25","1,217.26",,1.87%
2021/4/21,"1,204.23","1,228.35","1,230.99","1,201.25",,-3.26%
2021/4/20,"1,244.79","1,244.77","1,251.01","1,236.54",,-0.98%
2021/4/19,"1,257.16","1,250.74","1,263.73","1,245.27",,0.54%
2021/4/16,"1,250.47","1,233.23","1,250.51","1,233.23",,1.82%
2021/4/15,"1,228.14","1,225.51","1,228.82","1,220.00",,-0.57%
2021/4/14,"1,235.15","1,220.50","1,236.70","1,220.18",,1.55%
2021/4/13,"1,216.24","1,215.60","1,224.01","1,213.65",,0.02%
2021/4/12,"1,215.97","1,247.25","1,248.01","1,215.88",,-2.28%
2021/4/9,"1,244.39","1,227.98","1,245.38","1,227.16",,1.63%
2021/4/8,"1,224.39","1,222.05","1,225.88","1,211.26",,-0.29%
2021/4/7,"1,228.01","1,225.48","1,235.20","1,218.17",,0.19%
2021/4/6,"1,225.66","1,246.76","1,248.28","1,220.66",,-1.21%
2021/4/5,"1,240.63","1,247.84","1,248.31","1,236.10",,0.09%
2021/4/2,"1,239.47","1,241.03","1,242.16","1,227.21",,0.74%
2021/4/1,"1,230.38","1,216.74","1,233.85","1,212.57",,2.25%
2021/3/31,"1,203.28","1,179.93","1,204.97","1,177.73",,1.94%
2021/3/30,"1,180.43","1,180.79","1,195.01","1,172.51",,0.28%
2021/3/29,"1,177.19","1,205.10","1,206.44","1,173.67",,-1.78%
2021/3/26,"1,198.58","1,174.16","1,199.50","1,173.33",,2.99%
2021/3/25,"1,163.82","1,154.90","1,167.76","1,138.11",,0.00%
2021/3/24,"1,163.86","1,186.97","1,190.31","1,162.07",,-3.22%
2021/3/23,"1,202.61","1,221.65","1,229.99","1,202.61",,-1.43%
2021/3/22,"1,220.10","1,230.16","1,234.70","1,216.93",,-0.81%
2021/3/19,"1,230.04","1,233.31","1,238.31","1,224.50",,-1.56%
2021/3/18,"1,249.53","1,242.26","1,256.51","1,241.06",,1.37%
2021/3/17,"1,232.66","1,212.31","1,233.03","1,212.31",,1.56%
2021/3/16,"1,213.68","1,196.71","1,214.57","1,193.73",,1.40%
2021/3/15,"1,196.89","1,208.65","1,208.65","1,191.28",,-0.85%
2021/3/12,"1,207.15","1,185.01","1,207.15","1,180.65",,2.99%
2021/3/11,"1,172.07","1,150.81","1,172.53","1,145.85",,1.36%
2021/3/10,"1,156.37","1,168.28","1,180.46","1,152.02",,0.20%
2021/3/9,"1,154.01","1,135.18","1,154.50","1,113.58",,0.54%
2021/3/8,"1,147.86","1,182.00","1,183.07","1,143.25",,-1.72%
2021/3/5,"1,167.90","1,158.23","1,167.94","1,125.59",,-0.33%
2021/3/4,"1,171.81","1,180.08","1,180.19","1,157.28",,-2.16%
2021/3/3,"1,197.66","1,222.33","1,226.18","1,190.69",,-2.03%
2021/3/2,"1,222.43","1,231.79","1,247.04","1,214.46",,0.41%
2021/3/1,"1,217.45","1,222.95","1,222.95","1,204.31",,0.28%
2021/2/26,"1,214.09","1,215.51","1,225.65","1,193.20",,-1.96%
2021/2/25,"1,238.31","1,236.94","1,251.12","1,227.54",,1.52%
2021/2/24,"1,219.71","1,260.62","1,265.56","1,219.71",,-4.31%
2021/2/22,"1,274.62","1,269.81","1,277.41","1,267.65",,0.73%
2021/2/19,"1,265.43","1,259.47","1,275.61","1,251.17",,-0.57%
2021/2/18,"1,272.67","1,293.78","1,305.43","1,272.67",,-1.69%
2021/2/17,"1,294.49","1,310.54","1,314.86","1,290.41",,-1.99%
2021/2/16,"1,320.73","1,321.37","1,340.38","1,313.70",,0.49%
2021/2/15,"1,314.30","1,307.44","1,322.93","1,297.10",,0.21%
2021/2/12,"1,311.57","1,288.51","1,313.45","1,283.35",,1.67%
2021/2/10,"1,289.98","1,263.08","1,292.04","1,262.00",,2.02%
2021/2/9,"1,264.46","1,265.38","1,270.13","1,252.25",,-0.23%
2021/2/8,"1,267.32","1,265.75","1,267.55","1,255.14",,0.44%
2021/2/5,"1,261.72","1,265.60","1,266.37","1,254.00",,-0.05%
2021/2/4,"1,262.30","1,259.07","1,270.14","1,253.28",,0.27%
2021/2/3,"1,258.96","1,258.71","1,271.56","1,252.42",,0.44%
2021/2/2,"1,253.48","1,243.50","1,254.10","1,234.95",,1.55%
2021/2/1,"1,234.34","1,205.02","1,237.00","1,198.90",,2.10%
2021/1/29,"1,208.96","1,246.16","1,255.28","1,201.58",,-1.97%
2021/1/28,"1,233.26","1,252.33","1,253.44","1,227.43",,-3.34%
2021/1/27,"1,275.83","1,270.87","1,280.90","1,267.32",,0.42%
2021/1/26,"1,270.50","1,299.09","1,300.72","1,270.39",,-2.35%
2021/1/25,"1,301.12","1,302.65","1,309.17","1,293.24",,0.70%
2021/1/22,"1,292.11","1,279.45","1,293.58","1,277.34",,0.64%
2021/1/21,"1,283.85","1,246.51","1,283.96","1,244.52",,3.73%
2021/1/20,"1,237.73","1,243.84","1,246.86","1,232.45",,0.15%
2021/1/19,"1,235.92","1,242.39","1,244.62","1,223.72",,-0.05%
2021/1/18,"1,236.51","1,207.16","1,236.90","1,207.16",,1.56%
2021/1/15,"1,217.51","1,213.66","1,222.97","1,203.08",,0.83%
2021/1/14,"1,207.54","1,236.78","1,241.18","1,205.02",,-2.52%
2021/1/13,"1,238.76","1,226.65","1,238.90","1,226.53",,0.87%
2021/1/12,"1,228.08","1,229.96","1,233.35","1,218.74",,-0.61%
2021/1/8,"1,235.64","1,228.34","1,238.43","1,223.91",,1.75%
2021/1/7,"1,214.40","1,221.12","1,225.70","1,208.88",,-0.07%
2021/1/6,"1,215.23","1,216.67","1,238.11","1,212.64",,0.35%
2021/1/5,"1,211.05","1,211.74","1,223.99","1,197.93",,-0.90%
2021/1/4,"1,222.01","1,199.63","1,222.12","1,184.82",,2.13%
2020/12/30,"1,196.49","1,185.94","1,199.88","1,177.82",,0.37%
2020/12/29,"1,192.10","1,167.92","1,193.13","1,165.38",,2.60%
2020/12/28,"1,161.87","1,160.78","1,168.08","1,156.67",,-0.02%
2020/12/25,"1,162.12","1,165.58","1,173.57","1,156.50",,-0.46%
2020/12/24,"1,167.49","1,156.67","1,169.97","1,149.08",,1.28%
2020/12/23,"1,152.78","1,142.12","1,153.31","1,134.42",,2.12%
2020/12/22,"1,128.90","1,169.37","1,170.37","1,125.60",,-4.05%
2020/12/21,"1,176.49","1,193.23","1,202.23","1,176.16",,-0.84%
2020/12/18,"1,186.46","1,191.58","1,198.99","1,179.34",,0.10%
2020/12/17,"1,185.22","1,160.04","1,185.90","1,160.04",,2.41%
2020/12/16,"1,157.28","1,173.42","1,176.40","1,153.55",,-1.18%
2020/12/15,"1,171.07","1,193.03","1,197.22","1,165.45",,-1.42%
2020/12/14,"1,187.88","1,190.71","1,191.18","1,176.83",,0.15%
2020/12/11,"1,186.15","1,173.50","1,190.48","1,172.80",,2.52%
2020/12/10,"1,156.97","1,158.68","1,167.61","1,152.22",,-1.15%
2020/12/9,"1,170.43","1,183.83","1,188.53","1,161.70",,-1.39%
2020/12/8,"1,186.92","1,158.18","1,188.11","1,151.57",,1.40%
2020/12/7,"1,170.56","1,218.14","1,218.14","1,167.84",,-4.19%
2020/12/4,"1,221.77","1,227.69","1,234.14","1,198.85",,-0.91%
2020/12/3,"1,232.94","1,263.87","1,264.46","1,231.75",,-2.58%
2020/12/2,"1,265.56","1,268.31","1,279.02","1,256.69",,0.20%
2020/12/1,"1,263.01","1,242.44","1,276.56","1,238.23",,2.48%
2020/11/30,"1,232.40","1,220.84","1,233.36","1,207.39",,1.77%
2020/11/27,"1,211.00","1,206.09","1,216.22","1,194.01",,0.56%
2020/11/26,"1,204.22","1,201.06","1,209.28","1,198.29",,0.39%
2020/11/25,"1,199.52","1,224.44","1,225.42","1,194.13",,-2.10%
2020/11/24,"1,225.21","1,210.96","1,232.22","1,204.26",,2.24%
2020/11/20,"1,198.36","1,202.33","1,205.57","1,189.45",,-0.03%
2020/11/19,"1,198.68","1,191.66","1,198.68","1,179.25",,0.34%
2020/11/18,"1,194.64","1,189.68","1,208.18","1,178.84",,0.62%
2020/11/17,"1,187.24","1,221.58","1,224.08","1,180.95",,-3.63%
2020/11/16,"1,231.92","1,247.48","1,247.48","1,227.87",,-1.05%
2020/11/13,"1,245.00","1,220.32","1,249.79","1,219.16",,1.93%
2020/11/12,"1,221.46","1,213.95","1,229.52","1,207.04",,1.46%
2020/11/11,"1,203.84","1,176.50","1,205.68","1,160.49",,1.59%
2020/11/10,"1,185.03","1,251.88","1,251.88","1,179.27",,-6.38%
2020/11/9,"1,265.73","1,257.37","1,267.71","1,251.41",,1.81%
2020/11/6,"1,243.27","1,263.90","1,265.18","1,238.93",,-0.99%
2020/11/5,"1,255.65","1,234.27","1,264.77","1,233.50",,3.17%
2020/11/4,"1,217.06","1,172.17","1,217.99","1,167.65",,5.33%
2020/11/2,"1,155.42","1,174.38","1,183.40","1,146.76",,-1.35%
2020/10/30,"1,171.25","1,212.71","1,217.38","1,165.81",,-3.41%
2020/10/29,"1,212.63","1,196.93","1,216.63","1,186.78",,-0.16%
2020/10/28,"1,214.55","1,220.12","1,235.61","1,202.49",,-0.40%
2020/10/27,"1,219.38","1,176.95","1,225.76","1,161.82",,1.65%
2020/10/26,"1,199.55","1,251.15","1,253.13","1,197.93",,-3.86%
2020/10/23,"1,247.71","1,250.63","1,252.05","1,199.00",,-0.93%
2020/10/22,"1,259.40","1,307.53","1,310.22","1,249.71",,-4.51%
2020/10/21,"1,318.94","1,329.58","1,342.15","1,316.46",,-0.48%
2020/10/20,"1,325.31","1,312.28","1,329.80","1,312.28",,0.50%
2020/10/19,"1,318.68","1,316.09","1,321.16","1,288.71",,0.46%
2020/10/16,"1,312.59","1,327.61","1,333.63","1,292.41",,-1.66%
2020/10/15,"1,334.71","1,360.99","1,366.80","1,330.33",,-2.25%
2020/10/14,"1,365.49","1,345.14","1,368.19","1,345.14",,1.37%
2020/10/13,"1,347.08","1,350.35","1,355.75","1,334.71",,-0.31%
2020/10/12,"1,351.22","1,345.62","1,351.56","1,333.09",,1.23%
2020/10/9,"1,334.84","1,320.88","1,338.85","1,312.89",,1.14%
2020/10/8,"1,319.84","1,301.60","1,327.40","1,290.77",,2.06%
2020/10/7,"1,293.16","1,262.25","1,293.82","1,261.20",,2.17%
2020/10/6,"1,265.67","1,262.61","1,269.10","1,249.79",,0.95%
2020/10/5,"1,253.70","1,232.03","1,255.84","1,230.51",,2.62%
2020/10/2,"1,221.69","1,241.12","1,253.75","1,211.55",,-0.40%
2020/10/1,"1,226.58","1,226.58","1,226.58","1,226.58",,0.00%
2020/9/30,"1,226.58","1,227.60","1,238.64","1,220.16",,-0.06%
2020/9/29,"1,227.28","1,187.37","1,228.06","1,187.35",,3.38%
2020/9/28,"1,187.16","1,212.68","1,213.75","1,169.71",,-1.62%
2020/9/25,"1,206.66","1,201.78","1,208.33","1,197.59",,1.37%
2020/9/24,"1,190.30","1,201.56","1,220.12","1,183.17",,-1.87%
2020/9/23,"1,212.99","1,189.39","1,214.76","1,187.46",,2.45%
2020/9/18,"1,183.98","1,177.24","1,184.40","1,167.60",,0.51%
2020/9/17,"1,178.00","1,175.98","1,185.45","1,166.37",,-0.27%
2020/9/16,"1,181.23","1,159.86","1,181.33","1,159.10",,2.51%
2020/9/15,"1,152.34","1,132.33","1,152.68","1,131.76",,2.05%
2020/9/14,"1,129.14","1,135.09","1,136.61","1,125.47",,-0.52%
2020/9/11,"1,135.00","1,125.42","1,135.48","1,112.85",,1.11%
2020/9/10,"1,122.59","1,143.79","1,149.73","1,120.44",,-0.81%
2020/9/9,"1,131.73","1,121.54","1,135.72","1,115.75",,-0.61%
2020/9/8,"1,138.64","1,123.78","1,138.64","1,102.86",,1.90%
2020/9/7,"1,117.45","1,137.48","1,145.06","1,113.96",,-1.97%
2020/9/4,"1,139.90","1,147.31","1,155.19","1,130.60",,-2.61%
2020/9/3,"1,170.47","1,176.34","1,176.34","1,160.28",,-0.21%
2020/9/2,"1,172.95","1,163.49","1,183.12","1,159.27",,1.60%
2020/9/1,"1,154.51","1,127.02","1,155.28","1,127.02",,2.93%
2020/8/31,"1,121.64","1,098.63","1,123.91","1,098.63",,3.70%
2020/8/28,"1,081.57","1,127.18","1,131.23","1,065.80",,-4.66%
2020/8/27,"1,134.42","1,156.50","1,156.50","1,132.87",,-1.37%
2020/8/26,"1,150.19","1,135.19","1,151.24","1,135.19",,1.50%
2020/8/25,"1,133.22","1,150.97","1,150.97","1,131.18",,-1.56%
2020/8/24,"1,151.14","1,136.47","1,151.73","1,125.38",,1.47%
2020/8/21,"1,134.46","1,116.29","1,135.38","1,114.18",,2.38%
2020/8/20,"1,108.10","1,114.87","1,122.72","1,098.55",,-0.98%
2020/8/19,"1,119.03","1,094.50","1,119.42","1,091.41",,2.96%
2020/8/18,"1,086.86","1,055.67","1,087.48","1,055.67",,3.40%
2020/8/17,"1,051.08","1,045.27","1,051.82","1,039.46",,0.11%
2020/8/14,"1,049.90","1,033.26","1,050.59","1,031.71",,1.72%
2020/8/13,"1,032.10","1,015.72","1,032.68","1,015.53",,2.30%
2020/8/12,"1,008.85","1,022.65","1,022.65",996.85,,-2.08%
2020/8/11,"1,030.31","1,035.07","1,035.07","1,017.77",,-0.47%
2020/8/7,"1,035.19","1,024.07","1,035.19","1,021.18",,1.18%
2020/8/6,"1,023.14","1,029.56","1,033.30","1,017.17",,-0.69%
2020/8/5,"1,030.26","1,010.59","1,030.98","1,010.02",,2.15%
2020/8/4,"1,008.53","1,004.67","1,013.39","1,001.27",,1.36%
2020/8/3,994.98,965.39,995.92,964.49,,3.84%
2020/7/31,958.23,967.56,971.45,952.75,,-1.42%
2020/7/30,971.99,963.4,972.97,961.37,,1.26%
2020/7/29,959.89,980.98,983.66,955.94,,-2.42%
2020/7/28,983.72,995.54,"1,000.87",982.48,,-1.08%
2020/7/27,994.45,"1,003.35","1,005.90",991.3,,-1.79%
2020/7/22,"1,012.60","1,010.48","1,013.71","1,001.90",,-0.23%
2020/7/21,"1,014.91",995.61,"1,017.64",995.27,,2.75%
2020/7/20,987.78,987.45,"1,000.08",973.8,,0.28%
2020/7/17,985.06,999.26,"1,006.55",975.18,,-1.59%
2020/7/16,"1,000.94","1,020.43","1,023.24",999.96,,-1.59%
2020/7/15,"1,017.12","1,003.27","1,018.26","1,000.27",,1.98%
2020/7/14,997.41,"1,006.82","1,012.99",990.96,,-1.57%
2020/7/13,"1,013.35","1,005.16","1,013.74",994.05,,0.97%
2020/7/10,"1,003.60","1,000.75","1,017.74",999.59,,0.49%
2020/7/9,998.7,"1,011.14","1,013.47",994.28,,-1.00%
2020/7/8,"1,008.75","1,006.88","1,015.05",998.57,,0.14%
2020/7/7,"1,007.30",991.86,"1,008.52",984.07,,1.74%
2020/7/6,990.03,977.73,993.57,970.11,,1.25%
2020/7/3,977.85,947.83,978.16,944.73,,3.11%
2020/7/2,948.39,999.33,"1,000.78",941.85,,-4.96%
2020/7/1,997.9,"1,017.54","1,021.24",994.89,,-1.40%
2020/6/30,"1,012.11","1,033.58","1,038.49",971.48,,-0.64%
2020/6/29,"1,018.61","1,035.18","1,040.62","1,014.21",,-2.74%
2020/6/26,"1,047.36","1,061.79","1,067.29","1,040.46",,-0.79%
2020/6/25,"1,055.75","1,044.41","1,064.15","1,044.17",,-0.43%
2020/6/24,"1,060.32","1,050.13","1,065.68","1,049.24",,0.86%
2020/6/23,"1,051.32","1,064.89","1,065.40","1,037.31",,-0.49%
2020/6/22,"1,056.47","1,040.63","1,059.49","1,038.93",,1.28%
2020/6/19,"1,043.08","1,036.98","1,043.97","1,033.23",,0.97%
2020/6/18,"1,033.10","1,026.22","1,033.21","1,009.72",,1.03%
2020/6/17,"1,022.56","1,006.72","1,030.91","1,006.72",,2.13%
2020/6/16,"1,001.28",976.13,"1,008.40",975.86,,4.49%
